constructorId,constructor_name,year,total_points,races_entered,points_efficiency,podium_rate,win_rate,pole_count,pole_to_win_rate,dnf_rate,avg_grid,avg_delta,points_volatility,avg_pit_ms,avg_stop_count
101,JBW,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,,,,
101,JBW,1960,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,12.5,5.0,0.0,,
101,JBW,1961,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,,0.0,,
102,Ferguson,1961,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,,0.0,,
103,MBM,1961,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
104,Behra-Porsche,1960,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,,
105,Maserati,1950,11.0,35.0,0.3142857142857143,0.02857142857142857,0.0,0.0,0.0,0.6285714285714286,14.257142857142858,7.0,0.9321521136730905,,
105,Maserati,1951,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,17.857142857142858,8.5,0.0,,
105,Maserati,1952,8.5,25.0,0.34,0.04,0.0,0.0,0.0,0.56,17.73913043478261,8.727272727272727,1.3441230102437303,,
105,Maserati,1953,65.5,45.0,1.4555555555555555,0.2,0.022222222222222223,3.0,0.0,0.4666666666666667,8.6,3.875,2.2074826835062145,,
105,Maserati,1954,46.14,67.0,0.6886567164179105,0.07462686567164178,0.029850746268656716,1.0,1.0,0.5970149253731343,12.393939393939394,6.407407407407407,1.831396962680764,,
105,Maserati,1955,23.0,51.0,0.45098039215686275,0.058823529411764705,0.0,0.0,0.0,0.6274509803921569,12.591836734693878,3.9473684210526314,1.0259381168510326,,
105,Maserati,1956,72.0,69.0,1.0434782608695652,0.15942028985507245,0.028985507246376812,1.0,0.0,0.5362318840579711,12.227272727272727,6.96875,2.0013582344519674,,
105,Maserati,1957,78.0,61.0,1.278688524590164,0.16393442622950818,0.06557377049180328,5.0,0.6,0.5573770491803278,9.741379310344827,2.3703703703703702,2.517479874404716,,
105,Maserati,1958,9.0,53.0,0.16981132075471697,0.0,0.0,1.0,0.0,0.6037735849056604,14.0,4.761904761904762,0.726843784311631,,
105,Maserati,1959,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,20.0,9.5,0.0,,
105,Maserati,1960,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,20.333333333333332,7.5,0.0,,
106,Scarab,1960,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,19.0,8.0,0.0,,
107,Watson,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,,,,
107,Watson,1951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,,,,
107,Watson,1952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,,,
107,Watson,1953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,,,,
107,Watson,1956,8.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,
107,Watson,1957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,,
107,Watson,1958,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.5,6.25,4.0,0.0,,
107,Watson,1959,14.0,4.0,3.5,0.5,0.25,0.0,0.0,0.5,7.75,3.0,4.123105625617661,,
107,Watson,1960,14.0,8.0,1.75,0.25,0.125,0.0,0.0,0.5,7.375,0.25,3.2841611235921855,,
108,Epperly,1955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,,,
108,Epperly,1957,15.0,2.0,7.5,1.0,0.5,0.0,0.0,0.0,22.5,21.0,0.7071067811865476,,
108,Epperly,1958,20.0,4.0,5.0,0.5,0.25,0.0,0.0,0.0,15.25,12.25,2.581988897471611,,
108,Epperly,1959,5.0,4.0,1.25,0.0,0.0,0.0,0.0,0.25,15.5,9.0,1.5,,
108,Epperly,1960,4.0,6.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,17.0,1.632993161855452,,
109,Phillips,1954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0,,,
109,Phillips,1955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,,,,
109,Phillips,1956,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,26.0,23.0,,,
109,Phillips,1957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,,,
109,Phillips,1958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,,,
109,Phillips,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,,,,
109,Phillips,1960,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,,,
11,Honda,1964,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.333333333333334,,0.0,,
11,Honda,1965,13.0,14.0,0.9285714285714286,0.07142857142857142,0.07142857142857142,0.0,0.0,0.6428571428571429,9.071428571428571,-0.4,2.4007782620925786,,
11,Honda,1966,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.6,9.8,2.0,1.3416407864998738,,
11,Honda,1967,20.0,9.0,2.2222222222222223,0.2222222222222222,0.1111111111111111,0.0,0.0,0.4444444444444444,7.222222222222222,3.4,2.9907264074877267,,
11,Honda,1968,14.0,15.0,0.9333333333333333,0.13333333333333333,0.0,1.0,0.0,0.6666666666666666,8.266666666666667,5.2,1.8309508328682538,,
11,Honda,2006,86.0,36.0,2.388888888888889,0.08333333333333333,0.027777777777777776,1.0,0.0,0.19444444444444445,7.694444444444445,0.27586206896551724,2.544212230340832,24681.9797979798,1.9696969696969697
11,Honda,2007,6.0,34.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.2647058823529412,14.470588235294118,3.2,0.7164977208318387,27872.44777777778,1.8666666666666667
11,Honda,2008,14.0,36.0,0.3888888888888889,0.027777777777777776,0.0,0.0,0.0,0.25,14.777777777777779,2.814814814814815,1.2253927132096474,29500.252380952377,1.9714285714285715
110,Lesovsky,1950,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.5,0.0,,
110,Lesovsky,1951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,,,,
110,Lesovsky,1952,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,15.333333333333334,2.0,1.7320508075688772,,
110,Lesovsky,1953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,,,,
110,Lesovsky,1956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,,,
110,Lesovsky,1957,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,19.0,4.0,0.0,,
110,Lesovsky,1958,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.5,,0.0,,
110,Lesovsky,1959,5.0,2.0,2.5,0.5,0.0,1.0,0.0,0.5,11.5,-2.0,3.5355339059327378,,
110,Lesovsky,1960,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,,,
111,Trevis,1951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,,,,
111,Trevis,1952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,,,
111,Trevis,1955,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,31.5,19.0,0.0,,
111,Trevis,1960,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,17.5,10.0,0.7071067811865476,,
112,Meskowski,1960,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,0.0,,
113,Kurtis Kraft,1950,14.0,15.0,0.9333333333333333,0.06666666666666667,0.06666666666666667,1.0,0.0,0.5333333333333333,14.2,4.0,2.374467358818654,,
113,Kurtis Kraft,1951,19.0,17.0,1.1176470588235294,0.23529411764705882,0.058823529411764705,1.0,0.0,0.7058823529411765,11.705882352941176,4.6,2.5466240628814965,,
113,Kurtis Kraft,1952,13.0,21.0,0.6190476190476191,0.09523809523809523,0.0,1.0,0.0,0.5238095238095238,15.952380952380953,7.8,1.5644868320376006,,
113,Kurtis Kraft,1953,24.0,32.0,0.75,0.125,0.03125,1.0,1.0,0.65625,15.125,8.090909090909092,1.930234817739257,,
113,Kurtis Kraft,1954,18.0,35.0,0.5142857142857142,0.05714285714285714,0.02857142857142857,1.0,0.0,0.37142857142857144,18.542857142857144,9.090909090909092,1.6110177377237358,,
113,Kurtis Kraft,1955,21.0,23.0,0.9130434782608695,0.17391304347826086,0.043478260869565216,0.0,0.0,0.4782608695652174,13.782608695652174,5.75,1.928566200298244,,
113,Kurtis Kraft,1956,12.0,24.0,0.5,0.041666666666666664,0.0,0.0,0.0,0.625,15.291666666666666,8.0,1.3831281496162493,,
113,Kurtis Kraft,1957,5.0,22.0,0.22727272727272727,0.0,0.0,1.0,0.0,0.5454545454545454,17.09090909090909,6.6,0.7516216235148275,,
113,Kurtis Kraft,1958,4.0,16.0,0.25,0.0625,0.0,0.0,0.0,0.6875,18.25,9.8,1.0,,
113,Kurtis Kraft,1959,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,20.076923076923077,7.5,0.0,,
113,Kurtis Kraft,1960,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.75,20.75,7.0,0.0,,
114,Kuzma,1951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,,,,
114,Kuzma,1952,8.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,,,
114,Kuzma,1953,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,,0.0,,
114,Kuzma,1954,6.0,4.0,1.5,0.25,0.0,0.0,0.0,0.0,8.75,-1.0,3.0,,
114,Kuzma,1955,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.5,23.0,18.0,1.5,,
114,Kuzma,1956,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,21.666666666666668,11.25,0.0,,
114,Kuzma,1957,4.0,4.0,1.0,0.25,0.0,0.0,0.0,0.25,13.25,7.333333333333333,2.0,,
114,Kuzma,1958,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.8,24.0,17.0,0.0,,
114,Kuzma,1959,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6,17.2,2.5,0.0,,
114,Kuzma,1960,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,16.5,0.0,,
115,Christensen,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,,,,
115,Christensen,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,,,,
116,Ewing,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,,,,
116,Ewing,1960,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,15.5,,0.0,,
117,Aston Martin,1959,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.5,11.5,4.0,0.0,,
117,Aston Martin,1960,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,17.0,10.0,0.0,,
117,Aston Martin,2021,77.0,44.0,1.75,0.022727272727272728,0.0,0.0,0.0,0.18181818181818182,12.418604651162791,1.6666666666666667,3.4983384760516323,166974.76958333334,1.95
117,Aston Martin,2022,55.0,44.0,1.25,0.0,0.0,0.0,0.0,0.13636363636363635,14.261904761904763,3.5135135135135136,2.2425587545127685,96530.3115079365,1.9285714285714286
117,Aston Martin,2023,266.0,44.0,6.045454545454546,0.18181818181818182,0.0,0.0,0.0,0.1590909090909091,8.875,1.3888888888888888,6.1529140211264295,143237.34606866003,2.13953488372093
117,Aston Martin,2024,94.0,48.0,1.9583333333333333,0.0,0.0,0.0,0.0,0.10416666666666667,11.041666666666666,-0.06976744186046512,2.9604365213871957,130657.09074074075,1.9333333333333333
117,Aston Martin,2025,80.0,47.0,1.702127659574468,0.0,0.0,0.0,0.0,0.14893617021276595,12.866666666666667,1.1794871794871795,2.85074279883119,24141.71925925926,1.8
117,Aston Martin,2026,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,20.0,3.0,0.0,173083.4,2.2
118,Vanwall,1954,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,13.5,9.0,0.0,,
118,Vanwall,1955,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,12.571428571428571,,0.0,,
118,Vanwall,1956,3.0,14.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.7857142857142857,6.928571428571429,-2.0,0.8017837257372732,,
118,Vanwall,1957,37.0,18.0,2.0555555555555554,0.2777777777777778,0.2222222222222222,3.0,0.0,0.4444444444444444,4.444444444444445,0.4,3.019002995190187,,
118,Vanwall,1958,68.0,27.0,2.5185185185185186,0.3333333333333333,0.2222222222222222,5.0,0.2,0.5925925925925926,4.7407407407407405,2.272727272727273,3.5341234401232353,,
118,Vanwall,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,,,,
118,Vanwall,1960,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,,,,
119,Moore,1950,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,,,
119,Moore,1951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,,,
119,Moore,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-5.0,,,
12,Spyker,2007,1.0,34.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.47058823529411764,20.852941176470587,5.5,0.17149858514250882,38837.75740740741,2.1481481481481484
120,Dunn,1957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,,,,
120,Dunn,1958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,,,,
120,Dunn,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,,,
121,Elder,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,,,,
122,Sutton,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,,,,
123,Fry,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
124,Tec-Mec,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,,,,
125,Connaught,1952,5.0,8.0,0.625,0.0,0.0,1.0,0.0,0.375,9.25,2.4,1.1877349391654208,,
125,Connaught,1953,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,17.285714285714285,6.2,0.0,,
125,Connaught,1954,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.6,20.4,7.5,0.0,,
125,Connaught,1955,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,,0.0,,
125,Connaught,1956,9.0,7.0,1.2857142857142858,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,16.571428571428573,17.0,1.7043362064926935,,
125,Connaught,1957,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.5,14.5,9.0,2.1213203435596424,,
125,Connaught,1958,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,,0.0,,
125,Connaught,1959,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,,,,
126,Alta,1950,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,16.0,3.0,0.0,,
126,Alta,1951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,,,,
126,Alta,1952,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,12.5,0.0,0.0,,
127,OSCA,1951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,,,,
